image_path,source,original_label,mapped_label,split,is_target_domain,capture_condition,container_type,notes
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0008.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0013.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0017.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0019.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0032.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0037.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0038.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0042.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0043.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0054.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0056.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0065.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0068.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0070.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0079.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0082.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0083.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0088.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0089.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0090.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0094.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0101.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0106.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0110.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0112.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0113.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0115.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0116.png,FreiburgGroceriesDataset,MILK,packaged_dairy_milk,test,false,public_packaged_scene,packaged,official_test0
