image_path,source,original_label,mapped_label,split,is_target_domain,capture_condition,container_type,notes
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0008.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0013.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0017.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0019.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0032.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0037.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0038.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0042.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0043.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0054.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0056.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0065.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0068.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0070.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0079.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0082.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0083.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0088.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0089.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0090.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0094.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0101.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0106.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0110.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0112.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0113.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0115.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0116.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0119.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0133.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0134.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0137.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0140.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0144.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0148.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0150.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0153.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0157.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0159.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0161.png,FreiburgGroceriesDataset,MILK,milk,test,false,public_packaged_scene,packaged,official_test0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0000.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0001.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0002.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0003.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0004.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0005.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0006.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0007.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0009.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0010.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0012.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0014.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0015.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0016.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0018.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0020.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0022.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0023.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0024.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0025.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0026.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0027.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0028.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0029.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0030.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0031.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0033.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0034.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0035.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0036.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0039.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0040.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0041.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0044.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0045.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0046.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0047.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0048.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0049.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0050.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0051.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0052.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0053.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0057.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0058.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0059.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0060.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0061.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0062.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0064.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0066.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0067.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0069.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
../external_datasets/freiburg_groceries_dataset/images/MILK/MILK0071.png,FreiburgGroceriesDataset,MILK,milk,train,false,public_packaged_scene,packaged,official_train0
